"export-world data (NetLogo 5.0.5)"
"disaster_resources.nlogo"
"05/14/2014 02:58:52:621 -0400"

"RANDOM STATE"
"0 0 -1727483681 379 -0.778914228562671 false 1608760366 -1902017664 -811688963 -1438882938 -1872155075 -578644967 504827322 -1789371821 -504220933 364330879 -53622527 -1921898897 -786819740 1693388163 1999099476 731981209 2102647769 404053814 2138624550 1727072417 -245480885 -801294020 -1096768336 2076198617 -456286682 -1997964813 -1285183209 -497321253 -236450589 906334213 -648363104 -753845702 -1334375061 -1949751853 -1166269110 1086774899 -271896496 736906814 847355126 -1597301773 -1936241850 -1391941696 -226310244 299727945 1118365192 1588424091 1139338562 1482601085 -1099504392 -2047925293 601326419 -241382992 -2055405811 -1530765111 1825735464 522358882 -1543617350 -169328586 -678133869 -1656786659 -43480092 -1542821887 1957515792 1332167366 1726309288 445082864 -1705669180 -216789254 -678438515 1601237188 971218570 53920299 -992290391 -1052883964 -411508303 1276786072 -2023187849 -1198586539 2110910668 1967921639 -1905761133 1829541904 466268626 1022375367 -435010402 -1687770603 -209780253 -1796377407 -1717415498 -1820906612 878752545 1267327440 -724353779 -1693160142 865139865 -790827722 1303567229 -1130575340 1283220487 -2110781697 355223006 943310093 -1446608097 -1158815650 -1883886842 159199428 -109004849 294752046 435156688 -623360464 975114250 549197447 978780622 -1372697795 -1862189316 -517033076 864981960 -861582429 1313665215 -1175677492 308048980 -749621279 1909554671 -1556282164 287116621 -865951618 -1943055710 1538235038 -1795736124 -1599972367 1205198983 -1945107131 82311858 -1426363781 -1427802822 -20276214 -1775428615 1426205614 -1534448364 2044837564 -1783322160 -1516812900 -1705870988 -2046427968 1773661541 1336778670 1134726126 255864257 -1442839706 1153057735 -1867162743 794713882 -1563186452 87214579 1805789252 1780691997 672737801 -737269510 -582004323 453418952 -1814579847 1951340444 -1414437243 190092432 2066761492 839567555 1307226886 197100877 1188030080 1549917366 268785873 583060486 1755864044 492881473 -2121496816 -855977645 1195172612 574750095 2132448069 -1572288562 967766890 114159079 232096787 -300528995 1360851674 440880758 339802607 -1523430658 -538952884 595594277 -1874112914 156334661 1904814756 -141132526 489772808 1701356432 -71686875 -1497682839 -1984738704 483196178 -1920856388 -982586090 1864279734 -1729785280 36850555 -247462227 -475653832 329008410 2076635561 743819046 -774130014 -1103932866 1076832496 -972611464 -1236041314 -403425423 1002545753 565838755 -1713662176 1715375806 -579580248 -329681990 -1848172644 62184186 1286013847 -678717550 851381802 1006158405 1849544231 -2103028829 1762707028 1220998530 -360569643 1255437203 806535493 -2066386057 419785062 -640320698 1197241898 104328956 -1911075805 -1144542509 -1813821976 -733890487 1876443396 809239951 1309777442 -1825372366 1209691023 -1215832246 -1849763825 -717593656 -1671132205 -1740251825 1890814892 -1775103752 -384596264 -921974291 995534423 -1522481546 -382381281 1220706937 -1351704071 -1317243100 -375259626 -39336617 1738787005 981620560 805318269 -201819768 1779673511 432628634 -1273231195 333247620 -1363443497 -2039036093 1679306570 -1159346584 -588981193 658028997 -1540750164 278778888 -927411320 -185924832 -1410062862 -776906320 702872197 -1295873098 -920605867 -1576906488 115564338 -1349554265 1984306799 694593758 843876971 -2053827336 -1681855357 789307887 -1726088635 -45327849 -1077486768 -415323614 -442388952 -1225836007 -1440834146 928535284 -1167170042 1505021969 -1565409996 1063956576 -120653869 -1009643166 2023171757 1081235972 -2017428054 1365636294 1101473831 -1665511197 -1414284765 -1464881224 2083946122 -966426939 564479506 288051181 -487851414 -961913167 -1828008711 -1103302788 506091972 1500038914 -1200508917 -1524957871 1877328782 631165225 641880938 99039632 1838954785 1772848144 -1885343339 -1906794967 -1987406786 493186358 688395078 -722319508 -1688668126 481722943 1228563602 1532034888 -822122908 -1736980069 915998907 -1839327259 58077282 -2038248628 -1666395487 -1846338748 996656919 -375354830 -2061110060 -750832725 1958709593 2026503531 -1413908713 1011664626 580688890 -1435758202 -1065676161 -765132186 -1130956269 -129544890 768258649 -1556085598 -109460570 1318642081 -1820458789 153634976 924236656 967197572 1920057238 143331299 795581304 1131673872 -862890729 -334514706 1648234753 624235406 1544741230 1411098753 -863910319 1270064111 -589931168 380597214 700706905 -448634689 254571868 757621914 -719339946 1960079167 457871804 1158042620 -160363924 -932629759 1217462107 -2078883667 625756398 -1572718111 -73066695 1680953330 481197618 -1714869805 95355386 -1804876188 -139929531 589539758 -904948652 -953165577 944013993 -602463409 16819072 -516150967 895327348 -1202933314 518090168 1997821389 -1574560809 1187196063 -1936480693 1746707739 1448137740 -1044023107 -1292513788 -485114256 713842436 1889274089 792348510 -1452416176 -967030352 1128918875 -614385523 101407344 -1901547700 -1850475732 580655399 881534806 -1156224388 1557428533 1928989741 -1301855050 -1765634994 -1837277090 1285140487 760092853 650498868 -1241076248 -56040531 -810663489 1295168085 -192096630 -1290171940 300574169 -406888115 1527682076 -667555620 -330190664 -1366754406 644779718 -1620458241 -1073755508 -1312240336 1918279872 -1109380757 172940770 -1052850180 -1346960027 655778718 502289097 28681554 1478167063 311695939 -432136053 -1306730855 -1911361353 369454922 -1856667510 -1929542555 -1530477470 -1531552952 -277936336 860872595 -970719008 -914818184 -814448772 -337271244 213644238 -128671547 1192856793 698277783 -571499082 -1033546002 24341843 1971248884 1244855200 977093330 -369333647 1679011051 -239095972 26656323 -497200578 1883793425 1663763438 2104175465 -1036029456 1274337329 -1329028867 -31072846 1116674627 585108702 -451056585 1626523493 -312356524 -1651739657 -986758002 2136317040 -405883952 -1059519353 -1184739177 -284810409 150379115 683317523 -150705127 -683215065 -509069874 1910312480 2115610527 1777222618 -108014805 999424164 1082860847 -1368746386 -1540766104 1039316343 72941462 -804378105 534393362 14292705 -1248124023 379335327 -461723728 1500218837 694638736 1988213753 -1404001217 1867519466 1429546759 31922143 1296752618 2031413914 1138121997 -1890278946 2014077696 -1645904376 858177495 588911573 -1548970471 -2075099680 832202692 -2146927173 638968551 331947881 1989894425 -1630362670 2085776494 -995329618 882086264 -150156907 952226928 -1800870866 -376531051 -1526794090 1564375532 117609267 -2139532583 1203052520 -1286675420 -1231768516 1128236754 -1351216209 1990655841 -1673274346 -859505341 1571430306 1501841826 1017580185 1526703304 -917690143 121068287 -276337363 1928288884 1595270415 498438907 1934988034 159136555 -269699409 1981022184 73143527 -2129337897 -1734652629 1143798259 1579866108 -294015616 -1549306261 619556991 249433832 664911388 -388319606 -100332802 -1407080413 -914442992 1804348926 -410260707 -394237676 575948590 1051351118 -1158782911"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","%-helpers-mobile","ages-at-death","capacity-setting","center-patches","centers","damage-distribution","fwd-movement","helper-supply-capacity","helper-tails?","hide-helpers?","hide-survivors?","mean-damage-value","movement-fwd","num-helpers","num-survivors","run-label","sd-if-normal-dist","survivor-carrying-capacity","survivor-tails?","tail-fade-rate","total-system-supplies","write-outfile?"
"0","50","0","55","0","nobody","601","""NEITHER""","29","0","[]","100","{patches [42 52] [7 35] [36 3]}","3","""normal""","1","2000","false","true","true","75","1","500","100","""L-H-N-L""","75","30","false","0.3","50000","true"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","home-patch","current-need","capacity","survival-pts","recovery-pts","recovered?","cost-per-tick","survivor-days","cost-per-day","distance-traveled","age","age-at-recovery","h-type","mobility","tail-type"
"0","68","349.99974199763494","5.62564680551279","42.78074158597636","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 4 52}","1","18.87722545708104","60.83906082594697","100","true","2.3035846572972423","2.7131627136868595","36.857354516755876","17","16","16",,,
"1","68","289.6458184255652","26.64831140094386","6.340621074806721","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 22 8}","1","30","68.47570724779771","100","true","2.101619516813483","2.9738970113278986","33.62591226901573","15","14","14",,,
"2","64","191.28506653383727","5.997921913939396","29.989586069982618","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 6 30}","1","30","89.75244420983685","100","true","2.0495111580326357","3.0495076718681995","32.79217852852217","5","4","4",,,
"3","64","308.6832525125544","31.382288580268234","6.693912515341259","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 31 7}","1","30","88.27485383773248","100","true","1.9541910270445921","3.198254374062983","31.267056432713474","6","5","5",,,
"4","64","45.333491991809865","10.025703139485513","38.02540565568257","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 10 38}","1","30","91.36469555715547","100","true","2.1588261107111264","2.895091906193975","34.54121777137802","4","3","3",,,
"5","64","164.82460746605818","49.926603057152406","33.27060491104561","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 50 33}","1","0","98.55417256351326","100","true","1.445827436486734","4.322784201126443","23.133238983787745","1","0","0",,,
"6","64","264.8693656374346","41.20045596762391","52.017998255242375","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 41 52}","1","20.801247541862807","98.42233727121308","100","true","1.5776627287869256","3.9615564758924506","25.24260366059081","1","0","0",,,
"7","64","264.82147620974047","31.244696800999677","51.02217667705692","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 31 51}","1","30","85.84716428401626","100","true","1.2866214287257889","4.85768374477465","20.585942859612622","11","10","10",,,
"8","64","352.91951363608575","35.04044168550138","10.674410713964473","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 35 11}","1","30","81.45176861027164","100","true","2.318528923716038","2.695674803134554","37.09646277945661","8","7","7",,,
"9","64","101.90219823302243","43.433207707235134","51.908691458600146","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 43 52}","1","0","98.06983952894514","100","true","1.9301604710548548","3.238072737332717","30.882567536877676","1","0","0",,,
"10","64","270.04571834532055","30.390193810851336","51.99889071455636","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 29 52}","1","14.548974325602444","76.91765769779089","100","true","1.7755647924776188","3.5200067192584763","28.4090366796419","13","12","12",,,
"11","64","73.3160641390495","45.833722455713435","5.950165157485579","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 46 6}","1","30","85.69295783745687","100","true","1.4307042162543078","4.368478074638638","22.891267460068924","10","9","9",,,
"12","64","169.81835814178635","45.99311482694324","28.03833665763813","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 46 28}","1","0","98.80280018313928","100","true","1.197199816860721","5.220515332510369","19.155197069771535","1","0","0",,,
"13","64","84.98268128081872","12.882032514839146","32.98964325062251","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 13 33}","1","0","98.29014058552112","100","true","1.7098594144788863","3.655271273811018","27.35775063166218","1","0","0",,,
"14","68","90.81132857076426","29.665455470291217","3.0897053943729422","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 6 3}","1","0","57.52441653148267","38.10799182901237","false","1.7698159778548836","3.531440600720167","28.31705564567814","24","23","0",,,
"15","64","150.25424812179824","46.356414840169876","44.37604912557181","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 50 38}","1","30","73.86858836304941","100","true","1.6332132273094142","3.8268120141889654","26.131411636950627","16","15","15",,,
"16","64","76.0445825681038","45.95778782300795","52.989510203124624","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 46 53}","1","30","94.65236342849772","100","true","1.3369091428755626","4.674962418580558","21.390546286009002","4","3","3",,,
"17","68","94.84564123292836","32.252557945592294","3.3176879267813844","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 8 5}","1","0","65.84577594624147","-96.28781265227623","false","1.4230926689066072","4.391843297739711","22.769482702505716","24","23","0",,,
"18","64","188.15115762293033","40.41805545282543","40.91872644875048","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 40 38}","1","30","78.61108902975042","100","true","1.5277793550178278","4.090904867559929","24.444469680285245","14","13","13",,,
"19","5","14.031992839615214","36.99089325097369","6.958515270459085","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 41 23}","1","30","37.26606260266588","100","true","2.987330352254002","2.092169014814263","47.79728563606403","21","20","20",,,
"20","64","332.85881124060523","5.990729409183966","40.01808425348567","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 6 40}","1","0","97.95958613459487","100","true","2.040413865405122","3.06310406235113","32.64662184648195","1","0","0",,,
"21","64","7.120234926132525","8.130117183455392","44.03621576471047","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 9 51}","1","30","74.08917013025462","100","true","1.6194268668590917","3.8593900891134347","25.910829869745466","16","15","15",,,
"22","64","310.87849306895043","-0.18134526060571932","40.15696708312335","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 0 40}","1","0","98.44611808296179","100","true","1.5538819170382145","4.022184653459928","24.862110672611433","1","0","0",,,
"23","64","359.813660459267","42.00087234470491","54.731771939249455","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 42 55}","1","2.216678710736147","95.5291266533339","100","true","1.4902911155553715","4.193811487409207","23.844657848885944","3","2","2",,,
"24","68","329.74646906790184","30.414351773126953","12.575114365663893","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 29 15}","1","30","68.41148978234395","100","true","2.2563221584040054","2.769994513735971","36.10115453446409","14","13","13",,,
"25","68","194.74118307050117","5.734020413760824","30.19167256476279","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 2 16}","1","30","48.723576781827944","100","true","2.5638211609086023","2.4377675382728485","41.02113857453764","20","19","19",,,
"26","64","45.103427130235275","41.143011440786246","8.142496058089746","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 41 8}","1","30","89.70871739242759","100","true","1.4701832296531956","4.251170788741975","23.52293167445113","7","6","6",,,
"27","64","175.8808921921668","49.98476860698997","39.211499810805634","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 50 39}","1","0","97.36281421417662","100","true","2.637185785823373","2.3699505865676604","42.19497257317397","1","0","0",,,
"28","64","180.07563362036854","6.999563572703674","29.669387403412344","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 7 30}","1","27.783999897146913","91.71716164057344","100","true","1.6565676718853188","3.7728612637278824","26.5050827501651","5","4","4",,,
"29","64","206.42458601709745","4.942729569081551","30.88475366261148","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 5 31}","1","30","92.5271881358875","100","true","1.4945623728225068","4.181826140983843","23.91299796516011","5","4","4",,,
"30","68","9.79670775114073","5.776513768357983","27.91434277617775","""default""","""""","9.9","{breed survivors}","true","1","1","""up""","{patch 2 4}","1","0","48.817183318932564","64.57325778118525","false","2.132617361711147","2.9306710674929475","34.12187778737835","24","23","0",,,
